Date,Temperature,pH,DO,Turbidity(V),TDS,EC,WQI,WQC,Numeric_WQC,Verdict
8/15/2020 3:06,33.5,7.86,7,4.14,291,0.79,91.19,Very Good,1,0
8/15/2020 3:08,33.5,7.93,7,4.14,291,0.79,91.19,Very Good,1,0
8/15/2020 3:10,33.5,7.78,7,4.14,289,0.78,91.19,Very Good,1,0
8/15/2020 3:11,33.5,7.92,7,4.14,286,0.78,91.19,Very Good,1,0
8/15/2020 3:13,33.5,7.92,7,4.14,289,0.78,91.19,Very Good,1,0
8/15/2020 3:15,33.5,7.91,7,4.14,286,0.78,91.19,Very Good,1,0
8/15/2020 3:16,33.5,7.89,7,4.14,286,0.78,91.19,Very Good,1,0
8/15/2020 3:18,33.5,8.05,7,4.14,286,0.78,91.19,Very Good,1,0
8/15/2020 3:20,33.5,7.9,7,4.14,286,0.78,91.19,Very Good,1,0
8/15/2020 3:21,33.5,8.23,7,4.14,286,0.78,91.19,Very Good,1,0
8/15/2020 3:23,33.5,7.83,7,4.14,286,0.78,91.19,Very Good,1,0
8/15/2020 3:25,33.5,7.97,7,4.14,286,0.78,91.19,Very Good,1,0
8/15/2020 3:26,33.5,7.82,7,4.14,289,0.78,91.19,Very Good,1,0
8/15/2020 3:28,33.5,7.87,7,4.14,289,0.78,91.19,Very Good,1,0
8/15/2020 3:30,33.5,7.81,7,4.14,286,0.78,91.19,Very Good,1,0
8/15/2020 3:31,33.5,7.8,7,4.14,289,0.78,91.19,Very Good,1,0
8/15/2020 3:33,33.5,7.72,7,4.14,286,0.78,91.19,Very Good,1,0
8/15/2020 3:35,33.44,7.87,7,4.13,291,0.79,90.13,Very Good,1,0
8/15/2020 3:36,33.5,7.78,7,4.14,289,0.78,90.13,Very Good,1,0
8/15/2020 3:38,33.44,7.8,7,4.14,289,0.78,90.13,Very Good,1,0
8/15/2020 3:40,33.44,7.93,7,4.14,289,0.78,90.13,Very Good,1,0
8/15/2020 3:41,33.5,7.91,7,4.14,289,0.78,90.13,Very Good,1,0
8/15/2020 3:43,33.5,7.98,7,4.14,289,0.78,90.13,Very Good,1,0
8/15/2020 3:45,33.5,7.94,7,4.14,291,0.78,90.13,Very Good,1,0
8/15/2020 3:46,33.44,7.87,7,4.13,289,0.78,89.66,Very Good,1,0
8/15/2020 3:48,33.44,8.1,7,4.14,291,0.79,89.66,Very Good,1,0
8/15/2020 3:50,33.5,7.97,7,4.14,291,0.79,89.66,Very Good,1,0
8/15/2020 3:51,33.5,7.8,7,4.14,291,0.79,89.66,Very Good,1,0
8/15/2020 3:53,33.5,7.86,7,4.14,291,0.79,89.66,Very Good,1,0
8/15/2020 3:55,33.5,7.89,7,4.14,291,0.79,89.66,Very Good,1,0
8/15/2020 3:56,33.44,8.11,7,4.14,291,0.79,89.66,Very Good,1,0
8/15/2020 3:58,33.5,7.86,7,4.14,291,0.79,89.23,Very Good,1,0
8/15/2020 4:00,33.5,7.93,7,4.14,291,0.79,89.23,Very Good,1,0
8/15/2020 4:01,33.5,7.78,7,4.14,289,0.78,89.23,Very Good,1,0
8/15/2020 4:03,33.5,7.92,7,4.14,286,0.78,89.23,Very Good,1,0
8/15/2020 4:05,33.5,7.92,7,4.14,289,0.78,89.23,Very Good,1,0
8/15/2020 4:06,33.5,7.91,7,4.14,286,0.78,89.23,Very Good,1,0
8/15/2020 4:08,33.5,7.89,7,4.14,286,0.78,89.23,Very Good,1,0
8/15/2020 4:10,33.5,8.05,7,4.14,286,0.78,89.01,Very Good,1,0
8/15/2020 4:11,33.5,7.9,7,4.14,286,0.78,89.01,Very Good,1,0
8/15/2020 4:13,33.5,8.23,7,4.14,286,0.78,89.01,Very Good,1,0
8/15/2020 4:15,33.5,7.83,7,4.14,286,0.78,89.01,Very Good,1,0
8/15/2020 4:16,33.5,7.97,7,4.14,286,0.78,89.01,Very Good,1,0
8/15/2020 4:18,33.5,7.82,7,4.14,289,0.78,89.01,Very Good,1,0
8/15/2020 4:20,33.5,7.87,7,4.14,289,0.78,89.01,Very Good,1,0
8/15/2020 4:21,33.5,7.81,7,4.14,286,0.78,89.01,Very Good,1,0
8/15/2020 4:23,33.5,7.8,7,4.14,289,0.78,89.01,Very Good,1,0
8/15/2020 4:25,33.5,7.72,7,4.14,286,0.78,88.55,Very Good,1,0
8/15/2020 4:26,33.5,7.81,7,4.14,286,0.78,88.55,Very Good,1,0
8/15/2020 4:28,33.5,8.06,7,4.14,286,0.78,88.55,Very Good,1,0
8/15/2020 4:30,33.5,7.87,7,4.14,289,0.78,88.55,Very Good,1,0
8/15/2020 4:31,33.5,7.82,7,4.14,289,0.78,88.13,Very Good,1,0
8/15/2020 4:33,33.5,8.02,7,4.14,289,0.78,88.13,Very Good,1,0
8/15/2020 4:35,33.56,7.73,7,4.14,288,0.78,88.13,Very Good,1,0
8/15/2020 4:36,33.5,7.89,7,4.14,289,0.78,88.13,Very Good,1,0
8/15/2020 4:38,33.5,7.93,7,4.14,289,0.78,88.13,Very Good,1,0
8/15/2020 4:40,33.5,7.83,7,4.14,289,0.78,88.13,Very Good,1,0
8/15/2020 4:41,33.44,7.86,7,4.14,286,0.78,87.46,Very Good,1,0
8/15/2020 4:43,33.5,7.73,7,4.14,286,0.78,87.46,Very Good,1,0
8/15/2020 4:45,33.5,7.78,7,4.14,286,0.78,87.46,Very Good,1,0
8/15/2020 4:46,33.56,7.68,7,4.14,286,0.77,87.46,Very Good,1,0
8/15/2020 4:48,33.5,7.74,7,4.14,286,0.78,87.46,Very Good,1,0
8/15/2020 4:50,33.56,7.98,7,4.13,286,0.77,87.02,Very Good,1,0
8/15/2020 4:51,33.56,7.95,7,4.14,283,0.77,86.67,Very Good,1,0
8/15/2020 4:53,33.56,7.92,7,4.14,283,0.77,86.23,Very Good,1,0
8/15/2020 4:55,33.56,7.94,7,4.14,283,0.77,86.23,Very Good,1,0
8/15/2020 4:56,33.56,7.92,7,4.14,283,0.77,86,Very Good,1,0
8/15/2020 4:58,33.56,7.92,7.88,4.14,283,0.77,68.33,Good,2,0
8/15/2020 5:00,33.56,7.8,7.76,4.14,288,0.75,68.33,Good,2,0
8/15/2020 5:01,33.56,7.7,7.66,4.14,296,0.75,69.33,Good,2,0
8/15/2020 5:03,33.56,8,8.02,4.14,293,0.75,68.33,Good,2,0
8/15/2020 5:05,33.5,7.89,7.91,4.14,293,0.75,69.33,Good,2,0
8/15/2020 5:06,33.56,7.91,7.93,4.14,293,0.76,69.33,Good,2,0
8/15/2020 5:08,33.56,7.74,7.76,4.14,289,0.77,69.33,Good,2,0
8/15/2020 5:10,33.56,7.8,7.82,4.14,286,0.78,69.33,Good,2,0
8/15/2020 5:11,33.56,7.89,7.91,4.14,289,0.8,69.33,Good,2,0
8/15/2020 5:13,33.56,7.88,7.9,4.14,289,0.8,68.33,Good,2,0
8/15/2020 5:15,33.63,7.81,7.83,4.14,289,0.8,68.33,Good,2,0
8/15/2020 5:16,33.63,8.16,8.18,4.13,289,0.8,67.33,Good,2,0
8/15/2020 5:18,33.63,7.89,7.91,4.13,289,0.78,68.33,Good,2,0
8/15/2020 5:20,33.63,7.84,7.86,4.14,289,0.78,68.33,Good,2,0
8/15/2020 5:21,33.63,7.97,7.99,4.14,286,0.78,68.33,Good,2,0
8/15/2020 5:23,33.44,8.06,8.08,4.14,289,0.78,68.33,Good,2,0
8/15/2020 5:25,33.5,7.95,7.97,4.14,289,0.78,68.33,Good,2,0
8/15/2020 5:26,33.5,7.95,7.97,4.14,289,0.78,68.33,Good,2,0
8/15/2020 5:28,33.5,7.85,7.87,4.14,289,0.78,68.33,Good,2,0
8/15/2020 5:30,33.5,7.93,7.95,4.14,291,0.78,68.33,Good,2,0
8/15/2020 5:31,33.44,7.71,7.73,4.14,289,0.78,68.33,Good,2,0
8/15/2020 5:33,33.5,7.87,7.89,4.14,289,0.79,68.33,Good,2,0
8/15/2020 5:35,33.44,7.78,7.8,4.14,289,0.8,68.33,Good,2,0
8/15/2020 5:36,33.5,7.88,7.9,4.13,289,0.78,68.33,Good,2,0
8/15/2020 5:38,33.5,8.03,8.05,4.14,289,0.79,68.33,Good,2,0
8/15/2020 5:40,33.5,7.91,7.93,4.14,286,0.79,68.33,Good,2,0
8/15/2020 5:41,33.44,7.84,7.86,4.14,289,0.79,68.33,Good,2,0
8/15/2020 5:43,33.44,7.87,7,4.13,289,0.78,68.33,Good,2,0
8/15/2020 5:45,33.5,7.78,7,4.14,289,0.79,68.33,Good,2,0
8/15/2020 5:46,33.44,7.8,7,4.14,289,0.78,68.33,Good,2,0
8/15/2020 5:48,33.44,7.93,7,4.14,289,0.78,68.33,Good,2,0
8/15/2020 5:50,33.5,7.91,7,4.14,289,0.78,68.33,Good,2,0
8/15/2020 5:51,33.5,7.98,7,4.14,286,0.78,68.33,Good,2,0
8/15/2020 5:53,33.5,7.94,7,4.14,289,0.78,68.33,Good,2,0
8/15/2020 5:55,33.44,7.87,7,4.13,289,0.78,68.33,Good,2,0
8/15/2020 5:56,33.44,8.1,7,4.14,289,0.78,65.46,Good,2,0
8/15/2020 5:58,33.5,7.97,7,4.14,291,0.78,65.46,Good,2,0
8/15/2020 6:00,33.5,7.8,7,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:01,33.5,7.86,7,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:03,33.5,7.89,7,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:05,33.44,8.11,7,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:06,33.5,7.86,7,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:08,33.5,7.93,7,4.14,291,0.78,65.46,Good,2,0
8/15/2020 6:10,33.5,7.78,7,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:11,33.5,7.92,7,4.14,291,0.78,65.46,Good,2,0
8/15/2020 6:13,33.5,7.92,7,4.14,291,0.79,65.46,Good,2,0
8/15/2020 6:15,33.5,7.91,7,4.14,291,0.78,65.46,Good,2,0
8/15/2020 6:16,33.5,7.89,7,4.14,291,0.78,65.46,Good,2,0
8/15/2020 6:18,33.5,8.05,7,4.14,291,0.78,65.46,Good,2,0
8/15/2020 6:20,33.5,7.9,7,4.14,291,0.78,65.46,Good,2,0
8/15/2020 6:21,33.5,8.23,7,4.14,291,0.78,65.46,Good,2,0
8/15/2020 6:23,33.5,7.83,7,4.14,291,0.78,65.46,Good,2,0
8/15/2020 6:25,33.5,7.97,7,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:26,33.5,7.82,7,4.14,286,0.79,65.46,Good,2,0
8/15/2020 6:28,33.5,7.87,7,4.14,289,0.79,65.46,Good,2,0
8/15/2020 6:30,33.5,7.81,7,4.14,286,0.79,65.46,Good,2,0
8/15/2020 6:31,33.5,7.8,7,4.14,286,0.79,65.46,Good,2,0
8/15/2020 6:33,33.5,7.72,7,4.14,286,0.79,65.46,Good,2,0
8/15/2020 6:35,33.5,7.81,7,4.14,286,0.79,65.46,Good,2,0
8/15/2020 6:36,33.5,8.06,7,4.14,286,0.79,65.46,Good,2,0
8/15/2020 6:38,33.5,7.87,7.95,4.14,286,0.79,65.46,Good,2,0
8/15/2020 6:40,33.5,7.82,7.9,4.14,286,0.78,65.46,Good,2,0
8/15/2020 6:41,33.5,8.02,8.1,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:43,33.56,7.73,7.81,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:45,33.5,7.89,7.97,4.14,286,0.78,65.46,Good,2,0
8/15/2020 6:46,33.5,7.93,8.01,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:48,33.5,7.83,7.91,4.14,286,0.78,65.46,Good,2,0
8/15/2020 6:50,33.44,7.86,7.94,4.14,286,0.78,65.46,Good,2,0
8/15/2020 6:51,33.5,7.73,7.81,4.14,286,0.78,65.46,Good,2,0
8/15/2020 6:53,33.5,7.78,7.86,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:55,33.56,7.68,7.76,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:56,33.5,7.74,7.82,4.14,289,0.78,65.46,Good,2,0
8/15/2020 6:58,33.56,7.98,8.06,4.13,288,0.78,65.46,Good,2,0
8/15/2020 7:00,33.56,7.95,8.03,4.14,289,0.78,65.46,Good,2,0
8/15/2020 7:01,33.56,7.92,8,4.14,289,0.78,65.46,Good,2,0
8/15/2020 7:03,33.56,7.94,8.02,4.14,289,0.78,65.46,Good,2,0
8/15/2020 7:05,33.56,7.92,8,4.14,286,0.78,65.46,Good,2,0
8/15/2020 7:06,33.56,7.8,7.88,4.14,286,0.78,65.46,Good,2,0
8/15/2020 7:08,33.56,7.7,7.78,4.14,286,0.78,66.46,Good,2,0
8/15/2020 7:10,33.56,8,8.08,4.14,286,0.78,65.46,Good,2,0
8/15/2020 7:11,33.5,7.89,7.97,4.14,286,0.78,66.46,Good,2,0
8/15/2020 7:13,33.56,7.91,7.99,4.14,286,0.78,66.46,Good,2,0
8/15/2020 7:15,33.56,7.74,7.82,4.14,283,0.78,66.46,Good,2,0
8/15/2020 7:16,33.56,7.8,7.85,4.14,283,0.78,61.56,Good,2,0
8/15/2020 7:18,33.56,7.89,7.94,4.14,283,0.78,61.56,Good,2,0
8/15/2020 7:20,33.56,7.88,7.93,4.14,283,0.78,60.56,Good,2,0
8/15/2020 7:21,33.63,7.81,7.86,4.14,283,0.78,60.56,Good,2,0
8/15/2020 7:23,33.63,8.16,8.21,4.13,281,0.78,59.56,Good,2,0
8/15/2020 7:25,33.63,7.89,7.94,4.13,283,0.77,60.56,Good,2,0
8/15/2020 7:26,33.63,7.84,7.89,4.14,276,0.78,60.56,Good,2,0
8/15/2020 7:28,33.63,7.97,8.02,4.14,276,0.77,60.56,Good,2,0
8/15/2020 7:30,33.44,8.06,8.11,4.14,276,0.77,60.56,Good,2,0
8/15/2020 7:31,33.5,7.95,8,4.14,278,0.77,60.56,Good,2,0
8/15/2020 7:33,33.5,7.95,8,4.14,281,0.77,60.56,Good,2,0
8/15/2020 7:35,33.5,7.85,7.9,4.14,283,0.77,60.56,Good,2,0
8/15/2020 7:36,33.5,7.93,7.98,4.14,288,0.77,60.56,Good,2,0
8/15/2020 7:38,33.44,7.71,7.76,4.14,296,0.76,60.56,Good,2,0
8/15/2020 7:40,33.5,7.87,7.92,4.14,293,0.77,60.56,Good,2,0
8/15/2020 7:41,33.44,7.78,7.83,4.14,293,0.75,60.56,Good,2,0
8/15/2020 7:43,33.5,7.88,7.93,4.13,293,0.75,60.56,Good,2,0
8/15/2020 7:45,33.5,8.03,8.08,4.14,289,0.75,60.56,Good,2,0
8/15/2020 7:46,33.5,7.91,7.96,4.14,286,0.75,60.56,Good,2,0
8/15/2020 7:48,33.44,7.84,7.89,4.14,289,0.76,60.56,Good,2,0
8/15/2020 7:50,33.44,7.87,7.92,4.13,289,0.77,60.56,Good,2,0
8/15/2020 7:51,33.5,7.78,7.83,4.14,289,0.78,60.56,Good,2,0
8/15/2020 7:53,33.44,7.8,7.85,4.14,289,0.8,56.12,Good,2,0
8/15/2020 7:55,33.44,7.93,7.98,4.14,289,0.8,56.12,Good,2,0
8/15/2020 7:56,33.5,7.91,7.96,4.14,289,0.8,56.12,Good,2,0
8/15/2020 7:58,33.5,7.98,8.03,4.14,286,0.8,56.12,Good,2,0
8/15/2020 8:00,33.5,7.94,7.99,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:01,33.44,7.87,7.92,4.13,289,0.78,56.12,Good,2,0
8/15/2020 8:03,33.44,8.1,8.29,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:05,33.5,7.97,8.16,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:06,33.5,7.8,7.99,4.14,291,0.78,56.12,Good,2,0
8/15/2020 8:08,33.5,7.86,8.05,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:10,33.5,7.89,8.08,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:11,33.44,8.11,8.3,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:13,33.5,7.86,8.05,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:15,33.5,7.93,8.12,4.14,289,0.79,56.12,Good,2,0
8/15/2020 8:16,33.5,7.78,7.97,4.14,286,0.8,56.12,Good,2,0
8/15/2020 8:18,33.5,7.92,8.11,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:20,33.5,7.92,8.11,4.14,289,0.79,56.12,Good,2,0
8/15/2020 8:21,33.5,7.91,8.1,4.14,289,0.79,56.12,Good,2,0
8/15/2020 8:23,33.5,7.89,8.08,4.14,289,0.79,56.12,Good,2,0
8/15/2020 8:25,33.5,8.05,8.24,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:26,33.5,7.9,8.09,4.14,289,0.79,56.12,Good,2,0
8/15/2020 8:28,33.5,8.23,8.42,4.14,286,0.78,56.12,Good,2,0
8/15/2020 8:30,33.5,7.83,8.02,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:31,33.5,7.97,8.2,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:33,33.5,7.82,8.05,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:35,33.5,7.87,8.1,4.14,291,0.78,56.12,Good,2,0
8/15/2020 8:36,33.5,7.81,8.04,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:38,33.5,7.8,8.03,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:40,33.5,7.72,7.95,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:41,33.5,7.81,8.1,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:43,33.5,8.06,8.35,4.14,289,0.78,56.12,Good,2,0
8/15/2020 8:45,33.5,7.87,8.16,4.14,291,0.78,56.12,Good,2,0
8/15/2020 8:46,33.5,7.82,8.11,4.14,289,0.78,56.12,Good,2,0
